title,content,url,sub_title,year
Fruit genome projects ripen on the vine,"… Plant genome research is expected to get a boost when the US National Plant Genome 
Initiative releases its five-year plan for 2003-2008. The … $50 to $60 million in plant genome 
research, he says. ""But that money represents just a day of work on the human genome project."" …",https://go.gale.com/ps/i.do?id=GALE%7CA193899800&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=10788956&p=HRCA&sw=w,"D Christensen - Nature medicine, 2003 - go.gale.com",2003
Plant genome database japan (PGDBj),"… We have generated PGDBj in order to connect a variety of plant genome DBs published in 
different formats in Japan and other countries. PGDBj is unique in that various plant genome 
DBs can be accessed through the Ortholog DB, which serves as the system hub. The gene …",https://link.springer.com/protocol/10.1007/978-1-4939-6658-5_3,"A Nakaya, H Ichihara, E Asamizu, S Shirasawa… - Plant Genomics …, 2017 - Springer",2017
Twenty-first century plant biology: impacts of the Arabidopsis genome on plant biology and agriculture,"… An independent measure of the pervasive impact of the Arabidopsis genome project on 
applied plant science is seen by the extensive adoption of the weed in corporate research and 
development portfolios. Starting in the late 1990s, large functional genomics programs were …",https://academic.oup.com/plphys/article-abstract/154/2/497/6111419,"CR Buell, RL Last - Plant physiology, 2010 - academic.oup.com",2010
The ABC of auxin transport: the role of p-glycoproteins in plant development,"… A surprising outcome of the Arabidopsis genome project was the annotation of a large number 
of sequences encoding … plant PGPs were initially presumed to function in detoxification, but 
were soon seen to have a developmental role. Here, we summarise recent studies of plant …",https://www.sciencedirect.com/science/article/pii/S0014579305014249,"M Geisler, AS Murphy - FEBS letters, 2006 - Elsevier",2006
New computational tools for Brassica genome research,"… Stage one of this genome project aims to sequence both ends from over 100 000 Brassica 
bacterial artificial … project creates many challenges and opportunities for Brassica bioinformatics 
as, unlike previous plant genome sequencing projects, sequencing the Brassica genome …",https://onlinelibrary.wiley.com/doi/abs/10.1002/cfg.394,"CG Love, J Batley, G Lim, AJ Robinson… - Comparative and …, 2004 - Wiley Online Library",2004
Eight potassium channel families revealed by the C. elegans genome project,"The wealth of accumulating data from the Caenorhabditis elegans genome sequencing project 
has rapidly accelerated the discovery of novel potassium channel genes and now places 
within reach the possibility of describing the total complement of potassium channels used …",https://www.sciencedirect.com/science/article/pii/0028390896001268,"A Wei, T Jegla, L Salkoff - Neuropharmacology, 1996 - Elsevier",1996
Corn genome pops out of the pack,"… The Value of Plant Genome Initiatives."" Although there's widespread enthusiasm for a plant 
genome project focused on a crop, the meeting revolved around the question of how much 
emphasis should be put on corn– which has a huge, complex genome. Several researchers …",https://search.proquest.com/openview/2daea933b982ac3c95a19218d3f1e7fc/1?pq-origsite=gscholar&cbl=1256,"J Cohen - Science, 1997 - search.proquest.com",1997
Highly efficient DNA-free plant genome editing using virally delivered CRISPR–Cas9,"… Alternatively, CRISPR–Cas ribonucleoproteins or RNA transcripts have been biolistically 
bombarded into immature embryo cells or calli to yield highly specific genome editing, albeit 
at low frequency 6,7,8,9 . Here we report the engineering of a plant negative-strand RNA virus-…",https://www.nature.com/articles/s41477-020-0704-5,"X Ma, X Zhang, H Liu, Z Li - Nature Plants, 2020 - nature.com",2020
"Introducing the human genome project: Its relevance, triumphs, and challenges","… Odds are that you have heard of the Human Genome Project. You have probably seen it 
mentioned on page 8 of … To do so, you will need a working familiarity with the Human Genome 
Project and the issues of genetics as they will present themselves in the courtrooms of America…",https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/judgej36&section=29,"A Patrinos, DW Drell - Judges J., 1997 - HeinOnline",1997
Improving plant genome editing with high-fidelity xCas9 and non-canonical PAM-targeting Cas9-NG,"… Plant genome editing holds great promise for revolutionizing plant basic science and breeding. 
Clustered Regularly Interspaced Short … (Zetsche et al., 2015), are the leading reagents 
used in plant genome editing due to the ease of engineering and versatility for multiplexing (Li …",https://www.sciencedirect.com/science/article/pii/S1674205219301248,"Z Zhong, S Sretenovic, Q Ren, L Yang, Y Bao, C Qi… - Molecular plant, 2019 - Elsevier",2019
The PlaNet consortium: a network of European plant databases connecting plant genome data in an integrated biological knowledge resource,"… environmental research relies strongly on plant gene data. Numerous functional genomics 
initiatives have started in the wake of the sequencing of the Arabidopsis genome, and large‐scale 
sequence from other plant species is available, be it as genome or EST sequences8, 11…",https://onlinelibrary.wiley.com/doi/abs/10.1002/cfg.374,"H Schoof, R Ernst, KFX Mayer - Comparative and functional …, 2004 - Wiley Online Library",2004
National Science Foundation-sponsored workshop report. Maize genome sequencing project,"In response to a mandate from the maize (Zea mays) genetics community, a National Science Foundationsponsored workshop was held in St. Louis on July 2, 2001, to discuss technical approaches for a Maize Genome Sequencing Project. This workshop included …",https://academic.oup.com/plphys/article-abstract/127/4/1572/6103628,"JL Bennetzen, VL Chandler, P Schnable - Plant Physiology, 2001 - academic.oup.com",2001
RPAN: rice pan-genome browser for∼ 3000 rice genomes,"… The Asian cultivated rice, Oryza sativa L., is one of the major food sources for the world and a 
model organism in plant biology. Recently, the 3000 Rice Genome Project (3K RGP) sequenced 
more than 3000 rice genomes with a mean sequencing depth of 14.3×, which provided …",https://academic.oup.com/nar/article-abstract/45/2/597/2333876,"C Sun, Z Hu, T Zheng, K Lu, Y Zhao… - Nucleic acids …, 2017 - academic.oup.com",2017
Inference of gorilla demographic and selective history from whole-genome sequence data,"Although population-level genomic sequence data have been gathered extensively for humans, similar data from our closest living relatives are just beginning to emerge. Examination of genomic variation within great apes offers many opportunities to increase …",https://academic.oup.com/mbe/article-abstract/32/3/600/981274,"…, OA Ryder, G Ape Genome Project… - Molecular biology …, 2015 - academic.oup.com",2015
Maize genome mapped,"… ""What we have here is a crucial part of the instruction manual for how you breed a better 
corn plant,"" says Richard Wilson, director of the Genome Center at Washington University in 
St Louis, Missouri, who led the maize-genome project. ""You can now find where genes that …",https://www.nature.com/articles/news.2009.1098,E Dolgin - 2009 - nature.com,0
Rascaf: improving genome assembly with RNA sequencing data,"… However, tools that could be systematically applied to any genome project and take advantage 
of the next-generation sequencing data being generated have been lacking. Traditional 
mate pair-based scaffolding methods (Pop et al., 2004; Dayarian et al., 2010; Boetzer et al., …",https://acsess.onlinelibrary.wiley.com/doi/abs/10.3835/plantgenome2016.03.0027,"L Song, DS Shankar, L Florea - The plant genome, 2016 - Wiley Online Library",2016
Annotating the genome of Medicago truncatula,"… The Medicago Genome Project, which aims to sequence the euchromatic gene space on a 
bacterial artificial chromosome (BAC)-by-BAC … The aim of this review is to describe previous 
plant genome annotation efforts and how they have influenced the methods now being used …",https://www.sciencedirect.com/science/article/pii/S1369526606000057,"CD Town - Current Opinion in Plant Biology, 2006 - Elsevier",2006
Evolution of plant genome architecture,"… led to many insights into genome function and evolution. Our purpose in this short review 
is to highlight progress made in the understanding of plant genome evolution, with a focus on 
crop plants and on recent key insights. We highlight that modern plant genomes derive from …",https://genomebiology.biomedcentral.com/articles/10.1186/s13059-016-0908-1,"JF Wendel, SA Jackson… - Genome …, 2016 - genomebiology.biomedcentral.com",2016
A plant genome initiative,"… The rapid progress that is being made in the human genome project, and in similar projects 
for mice, nematodes, Drosophila, yeast, and … A steering committee composed of plant genome 
researchers, funding agency representatives, and end users of plant genomics data should …",https://academic.oup.com/plcell/article-abstract/10/4/488/5999276,"JL Bennetzen, EA Kellogg, M Lee, J Messing - The Plant Cell, 1998 - academic.oup.com",1998
Crop plant genome sequence: what is it good for?,"… Scientifically, the human genome project is already revolutionizing our understanding of 
sporadic and inherited diseases, including cancer, Alzheimer's, autism, and many more. It can 
be argued that the first drugs designed on the basis of gene discovery were inhibitors of the …",https://go.gale.com/ps/i.do?id=GALE%7CA126074262&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=0011183X&p=AONE&sw=w,"RA Martienssen - Crop science, 2004 - go.gale.com",2004
The first plant genome,"… The resolution provided by the genome project catapults genetic analysis into the computer 
age. As in Physics, it is only when significant algorithmic power is brought to bear that 
Popper’s revolution can occur. As at the dawn of genetics, plants have properties particularly …",https://www.cell.com/cell/pdf/S0092-8674(01)00382-8.pdf,"R Martienssen, WR McCombie - Cell, 2001 - cell.com",2001
The Eucalyptus grandis Genome Project: Genome and transcriptome resources for comparative analysis of woody plant biology,Background The International Year of Forests-2011 [http://www. un. org/en/events/iyof2011/] will be a milestone for forest tree genomics. The draft genome sequence of Eucalyptus grandis was released in January 2011 in the USA (Phytozome [http://www. phytozome. net]) …,https://link.springer.com/article/10.1186/1753-6561-5-S7-I20,"A Myburg, D Grattapaglia, G Tuskan, J Jenkins… - BMC Proceedings, 2011 - Springer",2011
Objective: the complete sequence of a plant genome.,"… that govern genome dynamics, and the sequence of a flowering plant genome will add 
important information to genome sequences obtained … With this type and quantity of information 
we know that, in the future, plant biology will be carried out within the framework of “biology’s …",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc156932/,"M Bevan - The Plant Cell, 1997 - ncbi.nlm.nih.gov",1997
Current challenges in de novo plant genome sequencing and assembly,"… plant material, making it difficult to prepare proper libraries for sequencing. For all of these 
reasons, sequencing and de novo assembling a plant genome … The plant sequencing 
community would benefit by forming and hosting plant genome analysis competitions in the spirit of …",https://genomebiology.biomedcentral.com/articles/10.1186/gb-2012-13-4-243,"MC Schatz, J Witkowski… - Genome …, 2012 - genomebiology.biomedcentral.com",2012
Poplar genomics is getting popular: the impact of the poplar genome project on tree research,"Trees, due to their long life‐span, have characteristics that distinguish them from annual, herbaceous plants. It is likely that many of these properties are based on a tree‐specific genetic foundation. The US Department of Energy initiated a genome‐sequencing project  …",https://onlinelibrary.wiley.com/doi/abs/10.1055/s-2003-44715,"GA Tuskan, SP DiFazio, T Teichmann - Plant Biology, 2004 - Wiley Online Library",2004
MIPS PlantsDB: a database framework for comparative plant genome research,"… Repeat catalogs and classification systems for all plant species are further vital elements of 
… a project aimed to enhance the inter-connectivity of distributed plant genome resources and 
databases within Europe and internationally and to support the development of plant genome …",https://academic.oup.com/nar/article-abstract/41/D1/D1144/1063372,"T Nussbaumer, MM Martis, SK Roessner… - Nucleic acids …, 2012 - academic.oup.com",2012
Plant genome values: how much do we know?,"… Plant science needs to relate more directly to the people, and a plant genome initiative can 
provide both a challenge and the opportunity … The project is timely and truly of the millennium. 
Thus, the Millennium Seed Bank is a plant genome initiative that marks our concern and …",https://www.pnas.org/content/95/5/2011.short,"MD Bennett - Proceedings of the National Academy of …, 1998 - National Acad Sciences",1998
Plant genomics moves into the limelight,"… expense of the Arabidopsis genome project. In fact, there was wide agreement that funding 
for the Arabidopsis project should be increased … The Human Genome Project has proven the 
value of conducting comparative genomic research on both a model organism(s) and on the …",https://genome.cshlp.org/content/7/9/856.short,"SP Briggs, T Helentjaris - Genome research, 1997 - genome.cshlp.org",1997
"Mining plant genome browsers as a means for efficient connection of physical, genetic and cytogenetic mapping: an example using soybean","Physical maps are important tools to uncover general chromosome structure as well as to 
compare different plant lineages and species, helping to elucidate genome structure, evolution 
and possibilities regarding synteny and colinearity. The increasing production of sequence …",https://www.scielo.br/j/gmb/a/Z6mQKfQJffmyFrVXJFYxdFr/abstract/?format=html&lang=en,"LC Belarmino, ARS Oliveira… - … and molecular biology, 2012 - SciELO Brasil",2012
Insights into morphology and disease from the dog genome project,"Although most modern dog breeds are less than 200 years old, the symbiosis between man 
and dog is ancient. Since prehistoric times, repeated selection events have transformed the 
wolf into man's guardians, laborers, athletes, and companions. The rapid transformation from …",https://www.annualreviews.org/doi/abs/10.1146/annurev-cellbio-100913-012927,"JJ Schoenebeck, EA Ostrander - Annual review of cell and …, 2014 - annualreviews.org",2014
Identification of transcribed sequences (ESTs) in the Trypanosoma cruzi genome project,"… In the Trypanosoma cruzi genome project, EST sequencing has also been a starting point, 
and here we report data on the first 797 sequences obtained, partly from a CL Brener 
epimastigote non-normalized library, partly on a normalized library. Only around 30% of the …",https://www.scielo.br/j/mioc/a/8cG5VCPYvTcXc9P3kytB8LG/abstract/?lang=en,"A Brandão, T Urmenyi, E Rondinelli… - Memórias do Instituto …, 1997 - SciELO Brasil",1997
Plant methyltransferases and their targets in the plant genome.,"see more details) and their possible targets in the DNA are reviewed under the following 
headings:(1) Distinct CG and CWG methyltransferases;(2) Distribution of 5-methylcytosine; 
and (3) Methylation and gene expression gene expression Subject Category: Miscellaneous …",https://www.cabdirect.org/cabdirect/abstract/19971612063,"RLP Adams, P Sriharsa, CA Johnson… - … mechanisms of gene …, 1996 - cabdirect.org",1996
RNA directed DNA methylation and seed plant genome evolution,"… genome stability and integrity among eukaryotic organisms and contributes to the diversity in 
genome and developmental characteristics observed among seed plant … This review shows 
that methylation levels in the CG and CHG contexts positively correlate with genome size as …",https://link.springer.com/article/10.1007/s00299-020-02558-4,"RW Mbichi, QF Wang, T Wan - Plant Cell Reports, 2020 - Springer",2020
Physical mapping of a large plant genome using global high-information-content-fingerprinting: the distal region of the wheat ancestor Aegilops tauschii …,"… The physical map reported here is the first physical map using fingerprinting of a complete 
Triticeae genome. This study demonstrates that global fingerprinting of the large plant genomes 
is a viable strategy for generating physical maps. Physical maps allow the description of …",https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-11-382,"D Fleury, MC Luo, J Dvorak… - Bmc …, 2010 - bmcgenomics.biomedcentral.com",2010
The human genome project: The next decade,"… The major goals of the Human Genome Project (HGP) which had just been initiated have 
been attained ahead of schedule and … genome resembles a gigantic “parts” list in which at 
least half of the items have a catalogue number but no assigned function. So how has this project …",https://adc.bmj.com/content/86/6/389.short,"RM Gardiner - Archives of disease in childhood, 2002 - adc.bmj.com",2002
Retrotransposons-a major driving force in plant genome evolution and a useful tool for genome analysis,"… those completed or ongoing plant genome sequencing projects and … plant genome, but are 
also a crucial constitution of most plant genomes with high copy number and high heterogeneity. 
First of all, the distribution of different classes of retrotransposons varies in different plant …",https://link.springer.com/article/10.1007/s12892-009-0070-3,"J Zou, H Gong, TJ Yang, J Meng - Journal of Crop Science and …, 2009 - Springer",2009
PGSB/MIPS plant genome information resources and concepts for the analysis of complex grass genomes,"… In the second part of the chapter we introduce the content, technical setup, and 
architecture of the plant genome resources available at PGSB/MIPS. This includes the PGSB/MIPS 
PlantsDB database platform as well as tools and views for the (comparative) analysis of plant …",https://link.springer.com/protocol/10.1007/978-1-4939-3167-5_8,"M Spannagl, K Bader, M Pfeifer, T Nussbaumer… - Plant …, 2016 - Springer",2016
Rosaceaous genome sequencing: perspectives and progress,"… However, for the foreseeable future, additional complete (euchromatin and heterochromatin) 
plant genome sequences will probably not be available because of the high costs for whole 
genome sequencing of any of the major crops. Extensive, partial cDNA and BAC sequence …",https://link.springer.com/chapter/10.1007/978-0-387-77491-6_28,"B Sosinski, V Shulaev, A Dhingra… - Genetics and genomics …, 2009 - Springer",2009
Bidirectional promoter-based CRISPR-Cas9 systems for plant genome editing,"… genome editing and sought to prove the concept in rice, which is a model plant and a major 
crop. We tested an engineered BiP system as well as a plant … Our study suggests promising 
applications of BiP systems for efficient expression of CRISPR-Cas systems in plant genome …",https://www.frontiersin.org/articles/10.3389/fpls.2019.01173/full,"Q Ren, Z Zhong, Y Wang, Q You, Q Li, M Yuan… - Frontiers in plant …, 2019 - frontiersin.org",2019
A CRISPR/Cas9 toolbox for multiplexed plant genome editing and transcriptional regulation,"… By testing the toolbox in dicot and monocot plants, we demonstrated the flexibility of this toolbox 
for plant genome and transcriptional … In addition to reporting the toolbox and demonstrating 
its use in plant genome editing, an important focus in our study is to demonstrate RNA-…",https://academic.oup.com/plphys/article-abstract/169/2/971/6114041,"LG Lowder, D Zhang, NJ Baltes, JW Paul III… - Plant …, 2015 - academic.oup.com",2015
The genome portal of the department of energy joint genome institute,"… development pioneered at three national laboratories to work on the Human Genome Project. 
Seven years later, the DOE JGI became a … -, project type- or stage-dependent. For example, 
the plant genome will be linked to Phytozome, and the fungal genome—to MycoCosm. …",https://academic.oup.com/nar/article-abstract/40/D1/D26/2903587,"IV Grigoriev, H Nordberg, I Shabalov… - Nucleic acids …, 2012 - academic.oup.com",2012
Plant genome archaeology: evidence for conserved ancestral chromosome segments in dicotyledonous plant species,"… A comparison of these maps with the physical map of Arabidopsis reveals common genome 
segments that appear to have been … 16 and 33% of the Arabidopsis genome. Our findings 
extend the synteny patterns previously observed only within plant families, and indicate that …",https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1467-7652.2003.00009.x,"I Dominguez, E Graziano, C Gebhardt… - Plant Biotechnology …, 2003 - Wiley Online Library",2003
"The Building Data Genome Project: An open, public data set from non-residential building electrical meters","… It was built and opened in 2010 and includes some sustainable design features such as 
an optimized chilled water plant, solar thermal cooling system, and an innovative, fresh air 
delivery system. The building management and data acquisition system have been a primary …",https://www.sciencedirect.com/science/article/pii/S1876610217330047,"C Miller, F Meggers - Energy Procedia, 2017 - Elsevier",2017
Scientific commentary: the scientific foundations and medical and social prospects of the human genome project,"… For example, when a pure-breeding green plant is mated with a pure-breeding yellow 
plant, the offspring will inherit one color gene from the green parent and one from the yellow 
parent. Finally, when the resulting plant is crossed with itself, the genes reassort: offspring of …",https://journals.sagepub.com/doi/pdf/10.1111/j.1748-720X.1998.tb01418.x,"ES Lander - The Journal of Law, Medicine & Ethics, 1998 - journals.sagepub.com",1998
Scoliosis and the human genome project.,"Understanding the cause of a disease or disorder is key to developing effective and humane 
strategies for early intervention and treatment. School screening programs have made it 
possible to demonstrate the high prevalence of childhood scoliosis, worldwide, and to reliably …",https://europepmc.org/article/med/18401084,"MC Hawes, JP O'Brien - Studies in health technology and …, 2008 - europepmc.org",2008
The Sesame Genome,"… define plant genomes, popularly called whole-genome sequencing or simply genome 
sequencing. The history of plant genome sequencing will always cite the sequencing of the genome 
of the model plant … of Sesame Genome Project, the strategies and tools of sesame genome …",https://link.springer.com/content/pdf/10.1007/978-3-319-98098-0.pdf,"H Miao, H Zhang, C Kole - 2021 - Springer",0
Mutator transposon in maize and MULEs in the plant genome,"… , genetic application of Mu transposon and its role in plant gene and genome evolution. … 
transposable element in plant genomes, suggesting a special role in gene and genome evolution. 
… The most recent discovery of the impact of Mu elements on plant genome evolution is Pack-…",https://www.sciencedirect.com/science/article/pii/S0379417206600759,"D Xian-Min, D Lisch - Acta Genetica Sinica, 2006 - Elsevier",2006
International Rice Genome Sequencing Project: the effort to completely sequence the rice genome,Abstract The International Rice Genome Sequencing Project (IRGSP) involves researchers from ten countries who are working to completely and accurately sequence the rice genome within a short period. Sequencing uses a map-based clone-by-clone shotgun strategy; …,https://www.sciencedirect.com/science/article/pii/S1369526699000473,"T Sasaki, B Burr - Current opinion in plant biology, 2000 - Elsevier",2000
The Human Genome Project: Revealing the shared inheritance of all humankind,"… from the Human Genome Project, an international effort to decode the information embedded 
in the human genome, will revolutionize the … The Human Genome Project has helped to 
inform us about how remarkably similar all human beings are—99.9% at the DNA level. Those …",https://acsjournals.onlinelibrary.wiley.com/doi/abs/10.1002/1097-0142(20010101)91:1+%3C221::AID-CNCR8%3E3.0.CO;2-9,"FS Collins, MK Mansoura - … International Journal of the …, 2001 - Wiley Online Library",2001
A genome triplication associated with early diversification of the core eudicots,"… One transcriptome dataset for Lindenbergia philippensis (asterid) was obtained from the 
Parasitic Plant Genome Project [65]. Several methods were used for EST data assembly, 
according to the type and quantity of data that were available. Assemblies involving large numbers …",https://genomebiology.biomedcentral.com/articles/10.1186/gb-2012-13-1-r3,"Y Jiao, J Leebens-Mack… - Genome …, 2012 - genomebiology.biomedcentral.com",2012
A spruce gene map infers ancient plant genome reshuffling and subsequent slow evolution in the gymnosperm lineage leading to extant conifers,"… Several issues need to be addressed regarding the evolution of the seed plant genome, 
and that of the plant genome predating the gymnosperm-angiosperm (GA) divergence. How 
many gene duplications are shared between angiosperms and gymnosperms, which would …",https://bmcbiol.biomedcentral.com/articles/10.1186/1741-7007-10-84,"N Pavy, B Pelgas, J Laroche, P Rigault… - BMC …, 2012 - bmcbiol.biomedcentral.com",2012
Human genome at ten: The human race,"… Rogers, one of very few women involved at a high level in the Human Genome Project, 
developed … a centre for sequencing plant, animal and microbial genomes. She now heads the 
council's … rival the Human Genome Project, says Taylor, who calls it ""a once-in-a-lifetime project, …",https://www.nature.com/articles/464668a,"A Abbott - Nature News, 2010 - nature.com",2010
Evolution of plant genome analysis,"Here, I present a brief history and technical overview of key genome analysis methods 
developed prior to massively parallel DNA sequencing. Disciplines discussed include 
cytology/cytogenetics, genome size analyses, DNA reassociation kinetics, genetic mapping, and …",https://www.sciencedirect.com/science/article/pii/B9780124171633000020,"DG Peterson - Advances in Botanical Research, 2014 - Elsevier",2014
Computational tools and resources in plant genome informatics,"… Because it was the first plant nuclear genome to be sequenced in its entirety, Arabidopsis 
thaliana is sometimes the sole plant representative in other genomic … Plant biologists are, 
of course, also interested in plant symbionts and disease causing organisms. A number of …",http://www.gen.tcd.ie/molevol/pdfs/HandBook.pdf,"TJ Vision, A McLysaght - Handbook of Plant Biotechnology, 2004 - gen.tcd.ie",2004
"The cassava genome: current progress, future directions","… A 454-based whole genome shotgun sequence has been assembled, which covers 69% 
of the predicted genome size and 96% of protein-coding gene space, with genome finishing 
underway. The predicted 30,666 genes and 3,485 alternate splice forms are supported by 1.4 …",https://link.springer.com/article/10.1007/s12042-011-9088-z,"S Prochnik, PR Marri, B Desany, PD Rabinowicz… - Tropical plant …, 2012 - Springer",2012
Panzea: a database and resource for molecular and functional diversity in the maize genome,"… in the previous phase of the project (12) are currently available through the North Central 
Regional Plant Introduction Station; a list of the … We thank all members of the Molecular and 
Functional Diversity in the Maize Genome project for providing data, educational materials, and/…",https://academic.oup.com/nar/article-abstract/34/suppl_1/D752/1132231,"W Zhao, P Canaran, R Jurkuta, T Fulton… - Nucleic acids …, 2006 - academic.oup.com",2006
"The human genome project: opportunities, challenges and consequences for population screening","… Human Genome Project … Genome Project will be outlined, highlighting some of the 
successes to date, describing some of the potential areas of future study, and bringing into focus 
some of the challenges, both technical and ethical, that lie ahead. The Human Genome Project …",https://www.tm.mahidol.ac.th/seameo/2003-34-suppl-3/southeast-2003-vol-34-supp-3-p-234.pdf,"J Christodoulou - … ASIAN JOURNAL OF TROPICAL MEDICINE AND …, 2004 - tm.mahidol.ac.th",2004
"The tomato genome: implications for plant breeding, genomics and evolution","… We address implications of the tomato genome for plant breeding, genomics and evolutionary 
studies, and its potential to fuel future crop … The ongoing 1001 Arabidopsis genome project 
aims to look at natural selection and alleles underlying phenotypic diversity across the …",https://genomebiology.biomedcentral.com/articles/10.1186/gb-2012-13-8-167,"A Ranjan, Y Ichihashi… - Genome …, 2012 - genomebiology.biomedcentral.com",2012
Finishing the euchromatic sequence of the human genome,"The sequence of the human genome encodes the genetic instructions for human physiology, 
as well as rich information about human evolution. In 2001, the International Human 
Genome Sequencing Consortium reported a draft sequence of the euchromatic portion of the …",https://www.academia.edu/download/31075971/biomedical017.pdf,"FS Collins, ES Lander, J Rogers, RH Waterston… - Nature, 2004 - academia.edu",2004
"The human genome project: The formation of federal policies in the United States, 1986-1990","… lay literature for articles referring to the human genome project through mid-1988. Press … 
This topic is discussed because these technical capacities are the reason the genome project 
… a plant genome program focused on Arabidopsis thaliana, a weed with a conveniently small …",https://www.ncbi.nlm.nih.gov/books/NBK234203/,"KE Hanna - Biomedical politics, 1991 - ncbi.nlm.nih.gov",1991
"A simple, flexible and high‐throughput cloning system for plant genome editing via CRISPR‐Cas system","… To edit a plant genome, several binary vectors have been constructed to express Cas9 
proteins and sgRNAs in plant cells (Belhaj et al. ; … Here, we introduce an improved new binary 
vector system for plant genome editing through CRISPR-Cas9 system and report genome …",https://onlinelibrary.wiley.com/doi/abs/10.1111/jipb.12474,"H Kim, ST Kim, J Ryu, MK Choi, J Kweon… - … of integrative plant …, 2016 - Wiley Online Library",2016
TCM-Blast for traditional Chinese medicine genome alignment with integrated resources,"… The traditional Chinese medicine (TCM) genome project aims to reveal the genetic 
information and regulatory network of herbal medicines, and to clarify their molecular 
mechanisms in the prevention and treatment of human diseases. Moreover, the TCM …",https://bmcplantbiol.biomedcentral.com/articles/10.1186/s12870-021-03096-1,"Z Chen, J Li, N Hou, Y Zhang… - BMC plant …, 2021 - bmcplantbiol.biomedcentral.com",2021
Annotating a non-model plant genome–a study on the narrow-leafed lupin,"… A number of useful annotation pipelines have been developed by genome annotation 
communities to analyze plant (International Rice Genome Sequencing Project, 2005; Liang et 
al., 2009) and animal genomes (Flicek et al., 2012). However, in general, such procedures are …",https://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-eff8a495-8553-4dce-a26c-125d643c9e1e/c/06-2.pdf,"A Zielezinski, P Potarzycki, M Ksiazkiewicz… - BioTechnologia …, 2012 - agro.icm.edu.pl",2012
Plant genome sequencing: Models for developing synteny maps and association mapping,"… Plant genomes are characterized by large variations of genome size and level of ploidy. Diversity 
of plant genome size and the complex nature of crop genome due to … and understanding 
gene function for their application in plant breeding. This chapter covers three aspects of …",https://www.sciencedirect.com/science/article/pii/B9780123814661000067,"D Fleury, U Baumann, P Langridge - Plant Biotechnology and Agriculture, 2012 - Elsevier",2012
Physical mapping of the wheat genome: a coordinated effort to lay the foundation for genome sequencing and develop tools for breeders,"… Devos (USA-UG) funded by NSF Plant Genome Research Program, this project will compare 
22 Mb of Ae. tauschii with the B. distachyon … In most of the plant genome physical mapping 
projects published so far, anchoring has been performed through hybridization with RFLP (…",https://brill.com/view/journals/ijps/55/3-4/article-p307_12.xml,"C Feuillet, K Eversole - Israel Journal of Plant Sciences, 2007 - brill.com",2007
Draft genome sequence of the biocontrol and plant growth-promoting rhizobacterium Pseudomonas fluorescens strain UM270,"… An alternative to the use of chemicals to control plant pathogens is the employment of eco-friendly 
bacterial agents [1, 2]. An ideal bacterial biocontrol agent would be one with the additional 
capacity to directly stimulate plant growth [3]. Here, we report the draft genome …",https://link.springer.com/article/10.1186/s40793-015-0123-9,"JE Hernández-Salmerón, R Hernández-León… - Standards in Genomic …, 2016 - Springer",2016
"Interactions between plant genome size, nutrients and herbivory by rabbits, molluscs and insects on a temperate grassland","… food chains, any factor that can influence plant abundance and productivity has implications 
for all trophic … plant–herbivore interactions is plant genome size (GS; ie the amount of DNA 
in the unreplicated haploid nucleus—1C-value), which ranges ca 2400-fold between plant …",https://royalsocietypublishing.org/doi/abs/10.1098/rspb.2018.2619,"MS Guignard, MJ Crawley… - … of the Royal …, 2019 - royalsocietypublishing.org",2019
Corn genome initiative,"… The Human Genome Project provides valuable lessons for a new plant genome effort. … The 
agreement was put in place after the EU component of the Arabidopsis Genome Project … of 
a successful genome project, many of the more interesting features of plant chromosomes are …",https://www.science.org/doi/full/10.1126/science.277.5328.883d,"ME Sorrells - Science, 1997 - science.org",1997
"Genomics, transcriptomics, and beyond: the fifteen years of cacao's witches' broom disease genome project","… been growing due to initiatives such as the WBD genome project. By using genomics and 
transcriptomics as tools to obtain insights about this disease, the WBD project has been 
elucidating the biochemistry and physiology of both plant host and pathogen, paving the way for …",https://link.springer.com/chapter/10.1007/978-3-319-24789-2_6,"JMC Mondego, DP de Toledo Thomazella… - Cacao Diseases, 2016 - Springer",2016
The draft genome of a diploid cotton Gossypium raimondii,"… mays 23 showed that these four different plant species possess similar numbers of gene 
families, with a core set of 9,525 in common (Supplementary Fig. ). Of the 16,113 G. 
raimondii gene families, all but 1,267 were conserved in at least 1 other plant genome (Supplementary …",https://www.nature.com/articles/ng.2371?message-global=remove&page=3,"K Wang, Z Wang, F Li, W Ye, J Wang, G Song, Z Yue… - Nature …, 2012 - nature.com",2012
MIPS: analysis and annotation of genome information in 2007,"… individual plant species to build a platform for integrative and comparative plant genome 
research. PlantsDB is constituted by the genome … Beside completely sequenced plant genomes, 
numerous plant genome-sequencing projects are rapidly progressing. In the near future a …",https://academic.oup.com/nar/article-abstract/36/suppl_1/D196/2508260,"HW Mewes, S Dietmann, D Frishman… - Nucleic acids …, 2008 - academic.oup.com",2008
